ID,Name,Founded_Year,Country,Studio_Type,Replay_Rate,Years_Active,Maturity_Level
439,Bloodious Games,2018,South Korea,Mobile,0.799,7,Emerging
440,Blowfish Studios,2013,United States,Indie,0.265,12,Emerging
441,BluSky Sotware,1991,Canada,Indie,0.577,34,Veteran
442,Blue 52,2004,United Kingdom,Indie,0.773,21,Established
443,Blue Brain Games,2014,China,Mobile,0.589,11,Emerging
444,Blue Byte,2010,Germany,Indie,0.502,15,Established
445,Blue Byte Software,1994,Germany,Indie,0.5,31,Veteran
446,Blue Castle Games,2007,Japan,Mobile,0.67,18,Established
447,Blue Fang Games,1998,China,Mobile,0.569,27,Established
448,Blue Isle Studios,2018,Sweden,Indie,0.688,7,Emerging
449,Blue Mammoth Games,2013,South Korea,Mobile,0.486,12,Emerging
450,Blue Manchu,2017,United States,Indie,0.529,8,Emerging
451,Blue Monkey Studios,1998,Sweden,Indie,0.438,27,Established
452,Blue Omega Entertainment,2006,Sweden,Indie,0.493,19,Established
453,Blue Planet Software,2000,United States,Mid-tier,0.838,25,Established
454,Blue Sky Software,1977,Finland,Indie,0.808,48,Veteran
455,Blue Tongue Entertainment,1997,Sweden,Indie,0.565,28,Established
456,Blue Wizard Digital,2012,United Kingdom,Indie,0.706,13,Emerging
457,BlueSky Software,1992,United States,Indie,0.687,33,Veteran
458,Bluehole Studio,2006,Canada,Indie,0.777,19,Established
459,Bluemoon Interactive,1992,Sweden,Indie,0.549,33,Veteran
460,Bluepoint Games,2017,Japan,Mobile,0.627,8,Emerging
461,Blueside,2005,United Kingdom,Indie,0.733,20,Established
462,Blyts,2011,Finland,Indie,0.493,14,Emerging
463,Bohemia Interactive,2002,Finland,Indie,0.757,23,Established
464,Bohemia Interactive Studio,2000,United States,Indie,0.64,25,Established
465,Bombservice,1989,France,AAA,0.917,36,Veteran
466,Boneloaf,2014,United States,Indie,0.791,11,Emerging
467,Bones,1993,France,Mid-tier,0.776,32,Veteran
468,BonusXP,2014,Canada,Indie,0.774,11,Emerging
469,Borealys Games,2012,China,Mobile,0.612,13,Emerging
470,Borne Games,2012,South Korea,Mobile,0.576,13,Emerging
471,Boss Game Studios,1998,United States,Indie,0.549,27,Established
472,Boss Key Productions,2013,United Kingdom,Indie,0.609,12,Emerging
473,Bossa Studios,2009,United Kingdom,Indie,0.352,16,Established
474,Boston Animation,1995,Sweden,Indie,0.396,30,Veteran
475,BottleRocket Entertainment,2001,Finland,Indie,0.711,24,Established
476,Bounding Box Software,2015,Finland,Indie,0.537,10,Emerging
477,Boys without Brains,1983,United Kingdom,Indie,0.582,42,Veteran
478,Brace Yourself Games,2020,South Korea,Mobile,0.74,5,Emerging
479,Brad Erkkila,2014,Finland,Indie,0.595,11,Emerging
480,Brain&Brain,2012,United States,Indie,0.789,13,Emerging
481,BrainGame Publishing GmbH,2005,United Kingdom,Indie,0.493,20,Established
482,Brainbox Games,2002,Japan,Mobile,0.677,23,Established
483,Brainstorm Entertainment,1974,United States,AAA,0.722,51,Veteran
484,BreakAway Games,2020,United States,Indie,0.392,5,Emerging
485,BrezzaSoft,1997,Sweden,Indie,0.741,28,Established
486,Brian A. Rice,2019,United States,Indie,0.334,6,Emerging
487,BrightLight,2007,Canada,Indie,0.351,18,Established
488,Brighter Child,1993,Sweden,Indie,0.787,32,Veteran
489,Brilliant Game Studios,2012,Finland,Indie,0.31,13,Emerging
490,Britt Monk CDP,1983,United Kingdom,Indie,0.408,42,Veteran
491,Broderbund,1994,Sweden,Indie,0.499,31,Veteran
492,Broken Rules,2016,United Kingdom,Indie,0.613,9,Emerging
493,Brownie Brown,1997,France,Mid-tier,0.784,28,Established
494,Brøderbund Software,1980,United States,Indie,0.585,45,Veteran
495,Buckshot Software,2015,Sweden,Indie,0.745,10,Emerging
496,Budcat Creations,1997,Finland,Indie,0.735,28,Established
497,BugFactory,2006,Finland,Indie,0.686,19,Established
498,Bugbear Entertainment,2005,Canada,Indie,0.425,20,Established
499,Bukster Games,2013,South Korea,Mobile,0.593,12,Emerging
500,Bulbware,2013,Finland,Indie,0.493,12,Emerging
501,Bulkhead,2012,Finland,Indie,0.486,13,Emerging
502,Bulldog Interactive,1998,United Kingdom,Indie,0.69,27,Established
503,Bullet-Proof Software,2005,United States,Indie,0.411,20,Established
504,Bullets Co. Ltd.,2005,Japan,AAA,0.734,20,Established
505,Bullfrog Productions,1989,United States,Indie,0.514,36,Veteran
506,Bumblebear Games,2010,United Kingdom,Indie,0.686,15,Established
507,Bungie,1992,France,Mid-tier,0.751,33,Veteran
508,Burgos Games,2019,Japan,Mobile,0.753,6,Emerging
509,Burst Studios,1990,United Kingdom,Indie,0.567,35,Veteran
510,Bushiroad Games,2019,China,Mobile,0.718,6,Emerging
511,Buzz Monkey Software,2003,United Kingdom,Mid-tier,0.571,22,Established
512,ByteRockers' Games,2017,South Korea,Mobile,0.792,8,Emerging
513,C. P. Brain,1989,United States,Indie,0.42,36,Veteran
514,C.P. Brain,2016,Finland,Indie,0.558,9,Emerging
515,CAPRICORN,2018,United Kingdom,Indie,0.765,7,Emerging
516,CAProductions,1993,Canada,Indie,0.477,32,Veteran
517,CAVE Interactive,1997,Finland,Indie,0.607,28,Established
518,CBE Software s.r.o.,2013,Sweden,Indie,0.795,12,Emerging
519,CBE software,2003,United Kingdom,Indie,0.626,22,Established
520,CCP,2002,United Kingdom,Indie,0.407,23,Established
521,CCP Shanghai,2011,Canada,Indie,0.547,14,Emerging
522,CD Projekt RED,1994,Poland,Mid-tier,0.789,31,Veteran
523,CI Games,2013,Japan,Mobile,0.71,12,Emerging
524,CITY interactive Sp. z o.o.,2001,Finland,Indie,0.788,24,Established
525,COWCAT,2018,Sweden,Indie,0.779,7,Emerging
526,CP Software,1994,Canada,AAA,0.844,31,Veteran
527,CREATIVE ASSEMBLY,2015,Canada,Indie,0.708,10,Emerging
528,CREATY,2016,United Kingdom,Indie,0.714,9,Emerging
529,CS1 Team,2006,Sweden,Indie,0.733,19,Established
530,CUBETYPE,2014,Canada,Indie,0.613,11,Emerging
531,Calvino Noir Limited,2014,United States,Indie,0.442,11,Emerging
532,Camelot,1996,United Kingdom,Indie,0.361,29,Established
533,Camelot Software Planning,1988,Canada,Indie,0.612,37,Veteran
534,Camouflaj,2009,Canada,Indie,0.783,16,Established
535,Campo Santo,2013,United States,Indie,0.553,12,Emerging
536,Canal+ Multimédia,2008,Finland,Indie,0.396,17,Established
537,Canopy Games,1998,China,Mobile,0.578,27,Established
538,Canvas Software,1986,Sweden,Indie,0.601,39,Veteran
539,Capcom,1981,Japan,Indie,0.465,44,Veteran
540,Capcom Co.,1999,Japan,Indie,0.708,26,Established
541,Capcom Development Division 1,2016,Japan,Indie,0.654,9,Emerging
542,Capcom Game Studio Vancouver,2004,Japan,Indie,0.782,21,Established
543,Capcom Japan,1998,Japan,Indie,0.516,27,Established
544,Capcom Planning Room 2,1996,Japan,Indie,0.644,29,Established
545,Capcom Production Studio 1,1995,Japan,Mid-tier,0.559,30,Veteran
546,Capcom Production Studio 2,1993,Japan,Indie,0.836,32,Veteran
547,Capcom Production Studio 3,2001,Japan,Indie,0.667,24,Established
548,Capcom Production Studio 4,1999,Japan,Indie,0.561,26,Established
549,Capcom Production Studio 6,2002,Japan,Indie,0.59,23,Established
550,Capcom Production Studio 8,1998,Japan,Indie,0.53,27,Established
551,Capcom USA,1994,Japan,Indie,0.603,31,Veteran
552,Capital Games,2014,United States,Mobile,0.587,11,Emerging
553,Caprino Video Games,1996,United States,Mobile,0.476,29,Established
554,Capstone Software,1991,Finland,Indie,0.374,34,Veteran
555,Captain Seedy-Eye,2017,Sweden,Indie,0.506,8,Emerging
556,Capybara Games,2010,Finland,Mobile,0.492,15,Established
557,Carbon Games,2007,United Kingdom,Indie,0.314,18,Established
558,Carbonated Games,2003,Japan,Mobile,0.497,22,Established
559,Cardboard Computer,2012,United States,Indie,0.763,13,Emerging
560,Career Soft,1996,United Kingdom,Indie,0.503,29,Established
561,Carlos Coronado,2019,United Kingdom,Indie,0.628,6,Emerging
562,Cary Huang,2010,United Kingdom,Indie,0.454,15,Established
563,Castle Pixel,2014,Canada,Indie,0.4,11,Emerging
564,Cat Daddy Games,2001,United States,Mobile,0.475,24,Established
565,Cattle Call,1999,Canada,Indie,0.442,26,Established
566,Cauldron,2009,Sweden,Indie,0.563,16,Established
567,Cauldron HQ,2004,United States,Indie,0.606,21,Established
568,Cavalier Game Studios,1997,United States,Indie,0.342,28,Established
569,Cavedog Entertainment,1992,United Kingdom,Indie,0.517,33,Veteran
570,Cavia,2004,Finland,Indie,0.806,21,Established
571,Celeris,1993,Canada,Indie,0.532,32,Veteran
572,Cellar Door Games,2004,United States,Mobile,0.647,21,Established
573,Certain Affinity,1989,Germany,Mid-tier,0.693,36,Veteran
574,ChAIR Entertainment Group,2008,United States,Indie,0.89,17,Established
575,Chadderz,2019,United Kingdom,Indie,0.676,6,Emerging
576,Champ Games,2015,Japan,Mobile,0.587,10,Emerging
577,Chance Agency,2017,Sweden,Indie,0.701,8,Emerging
578,Chandler Groover,2013,United States,Indie,0.599,12,Emerging
579,Channel 4 DVD,2005,Finland,Indie,0.559,20,Established
580,Channel 42 Software Developer,1996,Sweden,Indie,0.765,29,Established
581,Charles Jacobi,2005,Sweden,Indie,0.695,20,Established
582,Check Six Games,2011,United Kingdom,Mid-tier,0.634,14,Emerging
583,Cheesecake Dev,2017,United Kingdom,Indie,0.764,8,Emerging
584,Cherrymochi,2015,United Kingdom,Indie,0.46,10,Emerging
585,Chibig,2018,United Kingdom,Indie,0.574,7,Emerging
586,Chilla's Art,2018,Canada,Indie,0.456,7,Emerging
587,ChillyRoom,2014,United States,Indie,0.768,11,Emerging
588,Chime,1994,United Kingdom,Indie,0.521,31,Veteran
589,Chimera Entertainment,2009,Canada,Indie,0.8,16,Established
590,Choice Provisions,2013,United Kingdom,Indie,0.338,12,Emerging
591,Chris Gaylo,1970,Canada,Indie,0.459,55,Veteran
592,Chris Nordgren,2005,Canada,Indie,0.503,20,Established
593,Chris Pirih,1990,United States,Indie,0.561,35,Veteran
594,Chris Sawyer Productions,1992,Canada,Indie,0.583,33,Veteran
595,Chucklefish Games,2011,Japan,Mobile,0.53,14,Emerging
596,Chunsoft,2004,United States,Indie,0.461,21,Established
597,Cinematronics,1976,Canada,Indie,0.579,49,Veteran
598,Cinemaware,1998,United States,Indie,0.483,27,Established
599,Cing,2004,Finland,Indie,0.872,21,Established
600,Cipher Prime Studios,2014,United Kingdom,Indie,0.444,11,Emerging
601,Circle Five Studios,2011,Finland,Indie,0.697,14,Emerging
602,Citizen Software,1988,Sweden,Indie,0.564,37,Veteran
603,City Connection,2022,Sweden,Indie,0.7,3,Emerging
604,City Interactive,2002,Finland,Indie,0.37,23,Established
605,City Interactive S.A.,2004,Finland,Indie,0.286,21,Established
606,Clap Hanz,1998,United States,Indie,0.604,27,Established
607,Clay Tech Works,2003,Canada,AAA,0.903,22,Established
608,Clever Beans,2016,Canada,Indie,0.408,9,Emerging
609,Clever Endeavour Games,2012,Japan,Mobile,0.518,13,Emerging
610,Clever Plays Studio,2019,Sweden,Indie,0.729,6,Emerging
611,Clever's Games,2000,China,Mobile,0.735,25,Established
612,Clifftop Games,2011,China,Mobile,0.715,14,Emerging
613,Climax Brighton,1999,Sweden,Indie,0.586,26,Established
614,Climax Entertainment,1988,Canada,Indie,0.532,37,Veteran
615,Climax Graphics,1995,United States,Indie,0.755,30,Veteran
616,Climax Group,1999,Finland,Indie,0.816,26,Established
617,Climax LA,2004,Sweden,Indie,0.52,21,Established
618,Climax Racing,2004,Sweden,Indie,0.748,21,Established
619,Climax Studios,2006,United Kingdom,Indie,0.731,19,Established
620,Cloak and Dagger Games,2016,South Korea,Mobile,0.739,9,Emerging
621,ClockStone Studios,2005,Canada,Indie,0.619,20,Established
622,Clockwork Games Limited,1998,South Korea,Mobile,0.628,27,Established
623,Cloisters Interactive,2017,Sweden,Indie,0.713,8,Emerging
624,Clover Studio,2000,United States,Indie,0.637,25,Established
625,Coastal Amusements,2009,Finland,Indie,0.577,16,Established
626,Coatsink,2015,Finland,Indie,0.652,10,Emerging
627,Cococucumber,2011,Sweden,Indie,0.54,14,Emerging
628,Code Mystics,2022,Finland,Indie,0.745,3,Emerging
629,Codemasters,1984,United Kingdom,Indie,0.481,41,Veteran
630,Codemasters Birmingham,2008,United Kingdom,Indie,0.366,17,Established
631,Codemasters Cheshire,2017,United Kingdom,Indie,0.73,8,Emerging
632,Codemasters Guildford,2007,United Kingdom,Indie,0.554,18,Established
633,Codemasters Southam,2001,United Kingdom,Indie,0.434,24,Established
634,Codename Entertainment,2014,United States,Indie,0.589,11,Emerging
635,Coffee Stain Studios,2013,Finland,Indie,0.665,12,Emerging
636,Cognosphere,2012,Japan,Mid-tier,0.562,13,Emerging
637,Coke Cat Studio,2016,Sweden,Indie,0.762,9,Emerging
638,Coktel Vision,1987,Sweden,Indie,0.504,38,Veteran
639,Cold Iron Studios,2019,Finland,Indie,0.525,6,Emerging
640,Cold Symmetry,2015,United Kingdom,Indie,0.777,10,Emerging
641,ColdWood Interactive,2006,Finland,Indie,0.671,19,Established
642,Colibri Games,2009,United States,Mobile,0.649,16,Established
643,Colin,2015,Sweden,Indie,0.654,10,Emerging
644,Color Dreams,1984,United States,Indie,0.595,41,Veteran
645,Colorful Palette,2017,United States,Indie,0.444,8,Emerging
646,Colossal Order Ltd.,2014,Finland,Indie,0.685,11,Emerging
647,Colossal Pictures,1990,Finland,Indie,0.783,35,Veteran
648,Com2uS,1998,United States,Indie,0.638,27,Established
649,Comcept,2011,Canada,Indie,0.633,14,Emerging
650,Commin,1989,Finland,Indie,0.322,36,Veteran
651,Compac Inc,2010,United Kingdom,Indie,0.595,15,Established
652,Compile,1982,Canada,Indie,0.41,43,Veteran
653,Compile Heart,2009,United States,Indie,0.433,16,Established
654,Compulsion Games,2018,China,Mobile,0.532,7,Emerging
655,Computer Artworks,1998,United States,Indie,0.623,27,Established
656,Computer Recreations,2019,Sweden,Indie,0.589,6,Emerging
657,Con Artist Games,2003,Finland,Mobile,0.577,22,Established
658,ConcernedApe,2015,Finland,Indie,0.585,10,Emerging
659,Confounding Factor,2001,United Kingdom,Indie,0.749,24,Established
660,Conspiracy Entertainment,1998,United Kingdom,Indie,0.785,27,Established
661,Consumer Softproducts,2016,United States,Indie,0.857,9,Emerging
662,Contraband Entertainment,1988,Germany,Mid-tier,0.593,37,Veteran
663,Contrail,1994,United Kingdom,Indie,0.51,31,Veteran
664,Cooking Mama Limited,2003,United Kingdom,Mobile,0.527,22,Established
665,Core Design,1986,United Kingdom,Mid-tier,0.637,39,Veteran
666,Coreland,1983,Sweden,Indie,0.653,42,Veteran
667,Cornfox & Bros.,2010,United Kingdom,Indie,0.399,15,Established
668,Cosmic Forces,2016,Canada,Indie,0.643,9,Emerging
669,Cosmo D Studios,2014,Canada,Indie,0.535,11,Emerging
670,CounterCurrent Games,2013,Japan,Mobile,0.547,12,Emerging
671,Counterplay Games,2015,South Korea,Mobile,0.624,10,Emerging
672,CowQuack,2020,United Kingdom,Indie,0.418,5,Emerging
673,Cowardly Creations,2012,United Kingdom,Indie,0.293,13,Emerging
674,Crack dot Com,1999,Canada,Indie,0.739,26,Established
675,Cracked Heads,2016,United Kingdom,Indie,0.435,9,Emerging
676,Cradle Games,2019,Japan,Mobile,0.593,6,Emerging
677,Craft Egg,2018,Japan,Mobile,0.634,7,Emerging
678,Crafts & Meister,2009,Canada,Indie,0.893,16,Established
679,Cranberry Production,2004,United States,Indie,0.462,21,Established
680,Cranky Pants Games,2004,Japan,Mobile,0.645,21,Established
681,Crate Entertainment,2015,United Kingdom,Indie,0.518,10,Emerging
682,Craul Denshi,1977,United Kingdom,Indie,0.675,48,Veteran
683,Crawfish Interactive,1997,United Kingdom,Indie,0.598,28,Established
684,Crazy Games,2000,Finland,Mobile,0.711,25,Established
685,Crazy Monkey Studios,2012,Canada,Indie,0.659,13,Emerging
686,CrazyBunch,2017,Finland,Indie,0.349,8,Emerging
687,Creat Studios,2014,Sweden,Indie,0.417,11,Emerging
688,CreateVR,2016,United States,Indie,0.426,9,Emerging
689,Creation,1972,United Kingdom,Legacy,0.732,53,Veteran
690,Creative Assembly Sofia,2016,Finland,Indie,0.606,9,Emerging
691,Creative Asylum,1998,Sweden,Indie,0.676,27,Established
692,Creative Capers Entertainment,1981,United States,AAA,0.828,44,Veteran
693,Creative Reality,1993,Finland,Indie,0.82,32,Veteran
694,CreativeForge Games,2009,South Korea,Mobile,0.421,16,Established
695,Creators of Create,2016,Finland,Indie,0.536,9,Emerging
696,Creature Labs,1993,United States,Indie,0.699,32,Veteran
697,Creatures Inc.,2010,Sweden,Indie,0.607,15,Established
698,Creepy Jar,2016,Sweden,Indie,0.806,9,Emerging
699,CremaGames,2012,Japan,Mobile,0.661,13,Emerging
700,Cricket Moon Media,2012,United Kingdom,Indie,0.817,13,Emerging
701,Crim,2017,Finland,Indie,0.591,8,Emerging
702,Crispy's!,2011,United States,Mobile,0.652,14,Emerging
703,Criterion Games,1996,Japan,Mobile,0.756,29,Established
704,Croteam,2000,Sweden,Indie,0.648,25,Established
705,Crowbar Collective,2010,Canada,Indie,0.505,15,Established
706,Crows Crows Crows,2014,Finland,Indie,0.668,11,Emerging
707,Crozza Remakes,2008,Finland,Indie,0.511,17,Established
708,Crush Digital Media,2007,Canada,Indie,0.606,18,Established
709,Crux,1985,Canada,Indie,0.488,40,Veteran
710,CryZENx,2017,Sweden,Indie,0.476,8,Emerging
711,Cryo Interactive,1992,Canada,Indie,0.537,33,Veteran
712,Cryptic Studios,2005,Canada,Indie,0.505,20,Established
713,Crypton Future Media,2008,Japan,Mid-tier,0.663,17,Established
714,Crystal Dynamics,1994,Japan,Mid-tier,0.757,31,Veteran
715,Crystal Shard,2010,Finland,Indie,0.811,15,Established
716,Crytek,2012,Germany,Indie,0.692,13,Emerging
717,Crytek Budapest,2007,Germany,Indie,0.765,18,Established
718,Crytek Frankfurt,2006,Germany,Indie,0.498,19,Established
719,Crytek Kiev,1989,Germany,Mid-tier,0.552,36,Veteran
720,Crytek UK,1989,Germany,Mid-tier,0.848,36,Veteran
721,Culture Brain,1988,Finland,Indie,0.789,37,Veteran
722,Cunning Development,1997,Finland,Indie,0.508,28,Established
723,Cunning Developments,1992,Sweden,Indie,0.788,33,Veteran
724,Curly Monsters,1997,United States,Indie,0.564,28,Established
725,Curve Digital,2012,Sweden,Indie,0.752,13,Emerging
726,Curve Studios,1989,France,Mid-tier,0.699,36,Veteran
727,Cyan Worlds,1986,Finland,Indie,0.774,39,Veteran
728,Cyanide Studio,2010,United States,Indie,0.796,15,Established
729,CyberConnect Co.,2004,Finland,Indie,0.47,21,Established
730,CyberConnect2,2000,United States,Indie,0.782,25,Established
731,CyberLight Game Studio,2014,Canada,Indie,0.553,11,Emerging
732,Cyberdreams,1991,Sweden,Indie,0.741,34,Veteran
733,Cyberflix,1994,United States,Indie,0.605,31,Veteran
734,Cyberflix Incorporated,1988,Canada,Indie,0.491,37,Veteran
735,Cyberlore Studios,1993,Finland,Indie,0.898,32,Veteran
736,Cybird,2013,United States,Indie,0.836,12,Emerging
737,Cyclone Studios,1995,Sweden,Indie,0.405,30,Veteran
738,Cygames,2012,Finland,Mobile,0.659,13,Emerging
739,Cygnus Studios,1990,United Kingdom,Indie,0.778,35,Veteran
740,Cyro Interactive,1999,Canada,Indie,0.69,26,Established
741,D'Avekki Studios,2015,United Kingdom,Indie,0.759,10,Emerging
742,D-Pad Studio,2012,United States,Indie,0.534,13,Emerging
743,D-Rockets,2010,Canada,Indie,0.563,15,Established
744,D.W.S.,2015,Sweden,Indie,0.631,10,Emerging
745,D3 Go!,1990,United Kingdom,Legacy,0.84,35,Veteran
746,D3Publisher,2015,Finland,Indie,0.43,10,Emerging
747,D3T Limited,2012,Sweden,Indie,0.655,13,Emerging
748,DAVlevels,2000,Sweden,Indie,0.315,25,Established
749,DC Studios,2002,Finland,Indie,0.612,23,Established
750,DECA Games,2007,Japan,Mobile,0.753,18,Established
751,DEVM Games,2008,Japan,Mid-tier,0.745,17,Established
752,DICE Studio,2006,Sweden,Indie,0.354,19,Established
753,DMA Design,1991,Finland,Indie,0.748,34,Veteran
754,DOMO Studio,2014,Japan,Mid-tier,0.841,11,Emerging
755,DON'T NOD,2015,Canada,Indie,0.756,10,Emerging
756,DR Studios,2008,Canada,Indie,0.696,17,Established
757,DSI Games,2000,South Korea,Mobile,0.699,25,Established
758,DVloper,2016,Finland,Indie,0.634,9,Emerging
759,DYNAMIC PIXELS,2013,United States,Indie,0.79,12,Emerging
760,Daedalic Entertainment,2004,United Kingdom,Indie,0.763,21,Established
761,Dagmar Blommaert,2002,United States,Indie,0.738,23,Established
762,Dan Smith Studios,2015,United Kingdom,Indie,0.534,10,Emerging
763,Danger Close,2011,Finland,Indie,0.495,14,Emerging
